Você já fez compras de mercado online?,Você já desistiu de fazer uma compra online pelo aplicativo do BIG ou BIG Bompreço?,"Nessas ocasiões, o que fez você desistir da compra?",Você sentiu alguma dificuldade enquanto navegava pelo aplicativo? ,"Se sim, você sentiu dificuldade em qual parte do aplicativo?",Você tem algo a mais sobre a sua experiência para dividir conosco?,Submitted At,Token
TRUE,TRUE,Valor mínimo de compra é muito alto,TRUE,Login ou cadastro,Deveria ser + simplificado,10/15/2021 18:54:21,ytjgv896sr6a88ul9ytjgvb65ywz7lxf
FALSE,TRUE,Prazo de entrega muito demorado,FALSE,,Fazer entregas mais rápidas seria ótimo. E o valor da entrega também. As vezes compensa ir de carro a pagar a entrega. Outro ponto é a variedade de marcas disponíveis no app em relação ao mercado. Se nao tem a marca que costumo usar vou onde tem.,10/15/2021 18:56:49,hbmhhtctii44hbma7u7ruypjum531ma7
TRUE,TRUE,Prazo de entrega muito demorado,FALSE,,,10/15/2021 18:56:49,6nq31yju24cmyd0kbtpqef6nq31yjurc
TRUE,FALSE,,,,"Uma das compra que fiz no app do BIG quando fiz a compra deu um valor e depois que recebi foi cobrado um valor extra no cartão no mesmo pedido sem eu ser avisado, sendo que recebi exatamente o que havia comprado, essa foi uma situação que não achei correta",10/15/2021 19:01:03,5arw8mh99pnwn5ok04n5arw8mffdo3dc
FALSE,TRUE,Não encontrei exatamente o produto que procurava,FALSE,,,10/15/2021 18:58:33,jvo2insvci3ozhcf7njvo2k29nyeak4q
TRUE,FALSE,,,,muito bom fazer compra no BIG,10/15/2021 18:57:31,qt61ab1zwfau4bswmalbqt61a71bf1pc
FALSE,TRUE,Prazo de entrega muito demorado,FALSE,,Valor e prazo da entrega. Marca dos produtos disponíveis no app em relação ao mercado físico,10/15/2021 18:58:00,1gsvu97qcizronkz1gsvun25jecgopqq
FALSE,FALSE,,,,,10/15/2021 18:58:03,2j9zsu6rhepcxpjhbqp2j9zsuy5074ad
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Promoção divulgada não funcionou, Não entendi o preço total da compra, Não encontrei exatamente o produto que procurava",TRUE,"Página inicial, Listagem de produtos","O aplicativo cancelou a compra que fiz e alterou o preço do produto, não é de confiança, se fosse em uma loja física, seria até crime.",10/15/2021 19:06:29,0wm1p9kfijsl05lm0wmxoztkgxae9owf
FALSE,FALSE,,,,Não,10/15/2021 18:59:50,lx13z7cyw1e4v8ql63i1oalx13z7cyrr
TRUE,FALSE,,,,Cupom é sempre bom!,10/15/2021 18:59:26,iyryxwjcvn16412q0oyn0giyryxwjgpx
TRUE,FALSE,,,,"Tinha feito uma compra uns dias atrás, estava tudo certo com o pedido e com a entrega que seria no dia seguinte. No dia em que iriam fazer a entre me mandaram um email dizendo que minha compra tinha sido cancelada. Entrei em contato e me disseram que algumas mercadorias tinham mudado o valor e que o sistema tinha sido atualizado por isso teria sido cancelado, falaram para mim fazer novamente o pedido e quando fiz veio tudo remarcado o valor não com o preço que estava. Sendo assim não pude fazer a compra com os valores que iria pagar um dia antes.",10/15/2021 19:07:42,25nza75lqmiaxechib5tts25nza7pxo3
FALSE,FALSE,,,,"Gosto de fazer compras no Big presencial, e
Bem amplo e tem de tudo",10/15/2021 19:00:43,7eia2gfzqliiqo6c7eia2hboiappmra0
TRUE,FALSE,,,,,10/15/2021 18:59:46,825mqcravmoj8dq3knsglv825mqcra5q
FALSE,FALSE,,,,,10/15/2021 19:00:26,zqq6l0lemo54i95fvzqq6l53172dmudv
TRUE,TRUE,"Estava sem tempo para usar a promoção e acabei perdendo o prazo. Aí passou da meia noite e eu desisti de comprar, pois não haveria mais o desconto no dia seguinte.",FALSE,,"Uma reclamação: 
Na última compra que fiz, eu ativei algumas promoções e coloquei no carrinho os itens promocionais. Aí a minha compra estava dando R$661,54 (-) R$56,00 = R$605,54. Aí eu apenas inseri o cupom de desconto “BIGSEXTOU” no valor de R$150,00. O valor total continuou sendo R$661,54 mas o desconto de R$56,00 sumiu e o desconto foi somente do cupom promocional (R$150,00), gerando um valor a pagar de R$511,54.
Fui reclamar com a central de vocês, mas em nada adiantou, pois apenas disseram que estava tudo certo. Achei isso um absurdo, pois o desconto total teria que ter sido de R$206,00. Fiquei nesse prejuízo e desde então não fiz mais nenhuma compra com vocês.",10/15/2021 19:02:56,lwtkytr2gd7ec0418lht3lwtkyts8ijp
FALSE,FALSE,,,,,10/15/2021 19:01:09,y25f6mpreqntboyy2a4xpg4x6cx1sgjh
TRUE,TRUE,"Promoção divulgada não funcionou, O aplicativo não possui o método de pagamento que eu gostaria, Não consegui ver o desconto do item no carrinho",TRUE,Login ou cadastro,,10/15/2021 19:01:51,y23ry6mybymcbywbd55f07y23ry6miwf
TRUE,FALSE,,,,MAIS AGILIDADES NOS CAIXAS,10/15/2021 19:03:29,b9fjrjx1sfyjg50h8ooglwb9fjrjxv6q
TRUE,TRUE,Prazo de entrega muito demorado,TRUE,Listagem de produtos,"A compra pelo app é muito cômoda e facilita muito a vida de quem não pode ir ao mercado por algum motivo. Seria melhor, se os prazos de entrega fossem menores, para que atendessem momentos de ""emergência"" , mesmo que fosse mais caro, que tivesse uma taxa extra pra esses tipos de entrega.",10/15/2021 19:07:12,olce0q1w9c1y69l0olce0v9emtw2fmzg
FALSE,TRUE,Não consegui ver o desconto do item no carrinho,FALSE,,,10/15/2021 19:05:13,pinwrygn1jg8vi92skspinwry2djrjun
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,"Anuncio com propaganda enganosa, empresa nao cumpre o que anuncia e ainda dá prejuizos para quem comprou. Reclamei no site Reclame Aqui e Consumidor.gov, empresa agiu de má fé e tem me enrolado desde maio/2021. Ficou com meu dinheiro, disseram que iam estornar mas nunca fizeram o estorno. Levei um golpe dessa empresa isso sim! Irei dar entrada no juizado de pequenas causas da minha cidade.",10/15/2021 19:11:19,vhtf7bwdbswgznwoyx0dvhtf72y69r2p
TRUE,TRUE,O plicativo deveria ser mais fácil de usar,TRUE,Página inicial,,10/15/2021 19:07:55,euz61vnwlqk9ueuz4gqvcbrd2nodu44g
TRUE,TRUE,Não consegui navegar bem pelas categorias do aplicativo,TRUE,Listagem de produtos,,10/15/2021 19:06:25,1m3wl8pvzkj21m3wlxbe3i87tfab5ubj
TRUE,FALSE,,,,"Gostei muito, chegou no dia certo.",10/15/2021 19:07:17,pfdtzo6ergjawprutppfdtzlzpydnuib
TRUE,FALSE,,,,"Muito bom, chegou tudo certinho",10/15/2021 19:07:56,tf7ui4se8t02pe1yuc9kptf7ui4nitvt
TRUE,TRUE,"Etapa de pagamento complicada ou longa, O aplicativo não possui o método de pagamento que eu gostaria, Não consegui ver o desconto do item no carrinho, Promoção divulgada não funcionou",FALSE,,"Sim. Muito insatisfeita com aplicativo, falta de mercadorias e não se interessam em fazer contato, para substituir. Descontam antecipadamente o valor, na falta da mercadoria não descontam, só reembolsam após 48h . Desconto recebido não é aplicável. Muito insatisfeita",10/15/2021 19:09:51,amsdr5mea5rwf7vy0rzf3amsdr5uzo7z
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Não encontrei exatamente o produto que procurava",TRUE,Listagem de produtos,A forma de busca dos produtos pode melhorar.,10/15/2021 19:09:09,wpp0myknxz0mi9jwpp0miqq65erhof90
TRUE,FALSE,,,,Muito bom,10/15/2021 19:08:27,7cbv0ipuojp9ft07cbv0fxiu1dt8axv5
TRUE,FALSE,,,,"Já comprei diversas vezes, somente uma vez tive problemas.",10/15/2021 19:11:17,qvped4aj8sx3dvwv1qvpeda19l3ucauu
TRUE,FALSE,,,,"Todas as vezes que usei, fiquei satisfeita.",10/15/2021 19:10:41,debiv4fdj4eldeoykxvnah35w5jx3aoy
TRUE,TRUE,Produto comprado pelo app estaria indisponivel e tentaram me empurrar produtos inferiores no lugar,FALSE,,Incluam o vale-alimentação Ben nas opões de pagamento,10/15/2021 19:12:03,2ut6pf09ytny22qvnh1oa2ut6upjow36
TRUE,TRUE,"Não encontrei exatamente o produto que procurava, Os preços que encontrei não foram atrativos",FALSE,,"Comprei duas vezes com vcs no aplicativo e foi tudo bem, porém no meu prédio o mensageiro só entrega se estiver embalado em caixas de papelão e como comprei muitas sacolas e pesadas tive dificuldade para subir até o meu apartamento.",10/15/2021 19:13:36,8xswv8quficj5ynlf8xswvn31imvanbb
TRUE,FALSE,,,,Sempre compro na loja física do big e gosto muito do atendimento,10/15/2021 19:11:55,kh5k1th2y8tu1wq80t69kh5k1na5przh
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,,10/15/2021 19:13:12,e1kt8shmvvs83q0kjd6skae1kt8ufroy
TRUE,TRUE,O aplicativo não disponibiliza parcelamento das compras,TRUE,Tela de pagamento,"Quando peço um produto é porque tem estoque, pelo menos no aplicativo. Aí, quando recebo as compras vem faltando vários itens, o que me deixa frustrada, pois no aplicativo muitas vezes estes produtos continuam em estoque. Nos outros dois concorrentes eles telefonam e sugerem substituições.",10/15/2021 19:15:15,ax7cqtp1ik8uuovxzfjyax7cqv6daauo
TRUE,TRUE,"Não consegui navegar bem pelas categorias do aplicativo, Os preços que encontrei não foram atrativos, O aplicativo é muito lento, Não consegui ver o desconto do item no carrinho",TRUE,"Login ou cadastro, Listagem de produtos",,10/15/2021 19:15:22,q6redf5k1a7sjour84eq6redfs6d4l4a
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,Mais preços promocionais,10/15/2021 19:14:07,kgrtptk1unqshv7rpkgrtptorodmexz7
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,"Não tive dificuldades, hoje em dia buscamos promoções e preços atrativos, se houverem boas promoções com certeza farei novas compras",10/15/2021 19:16:06,54m5z8odakhe12rb54m5z89ah48jdlk3
TRUE,TRUE,Não devolvem o valor de mercadoria paga que não foi entregue.,FALSE,,"Reclamação falam que vão creditar o valor referente ao que faltou na entrega e não estão devolvendo, terei que tomar outras providências.",10/15/2021 19:19:18,odecbujp547efitdodecbk7hiyci8svf
TRUE,TRUE,"Não consegui navegar bem pelas categorias do aplicativo, O aplicativo não disponibiliza parcelamento das compras",TRUE,"Listagem de produtos, Página inicial, Login ou cadastro",troca errada de produtos na falta,10/15/2021 19:23:06,jgo52tsc9y67n2s5t7njgo52t87k8mw7
TRUE,FALSE,,,,Aceitar vale alimentação on line,10/15/2021 19:19:52,i5owzcwla7zhaji5owpuque5z5a86mzt
TRUE,FALSE,,,,Opção de pagar com cartão de débito,10/15/2021 19:19:50,rdx5fuzgr69fxvtob4rdx5fuvyrv9g8t
FALSE,FALSE,,,,"Especificar que os produtos em oferta tem que ter o mesmo código, isso evita frustração.",10/15/2021 19:22:01,gg9ujdit3o0h0yjlxjgg9ujd2r4ouqp5
TRUE,TRUE,Etapa de pagamento complicada ou longa,FALSE,,,10/15/2021 19:21:10,xv0k9d5w65htc5f7zz0kxv0k9d3p9ymb
TRUE,FALSE,,,,Nao,10/15/2021 19:20:21,bdswg0gqep8o0zbdswguaybikxeepb8i
TRUE,TRUE,Não encontrei exatamente o produto que procurava,FALSE,,"Disponibilidade  de entrega para o mesmo do É entregas no domingo, isso facilitaria muito",10/15/2021 19:22:47,71j3az58m70lcd6s71j3awtn3qleea5v
TRUE,TRUE,"Etapa de pagamento complicada ou longa, Prazo de entrega muito demorado, Os preços que encontrei não foram atrativos, Promoção divulgada não funcionou",TRUE,"Listagem de produtos, Tela de pagamento",Geralmente não encontro as ofertas anunciadas,10/15/2021 19:25:43,bbu7yzdj2jr7zm8a9bd5x5bbu7yzdnij
TRUE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,Acho que o app poderia receber umas melhorias as vezes o mesmo trava muito.,10/15/2021 19:22:50,8j16e144sxgtnw3f8j18t4wyvh484d0d
TRUE,FALSE,,,,"Minha experiência foi ótima, o entregador foi bem pontual e as compras vieram todas certinhas.",10/15/2021 19:22:46,54v8s8hctx5ed8lo54v8s89cq8104uet
TRUE,FALSE,,,,Entregas aos domingos  seria ótimo,10/15/2021 19:24:48,9wrsk9et109wf1f509wrsk9no8eiy24b
TRUE,TRUE,Etapa de pagamento complicada ou longa,FALSE,,O sistema travou e não consegui finalizar o pgto,10/15/2021 19:26:02,p3xjtjk1oqul4bxwiib42mkibop3xjtj
TRUE,FALSE,,,,,10/15/2021 19:25:16,rl7z9191aq5raid5orl7z91mcml3j4wx
TRUE,FALSE,,,,"App péssimo, de todos os pedidos que fiz apenas um foi entregue, todos os outros foram cancelados. Me disseram que era por causa do cartão mas fiz compras com 4 cartões diferentes e mesmo assim foi cancelado.  O suporte também é horrível,  já liguei,  já falei com gerente,  já mandei  e-mail,  já me ligaram, já pedi o suporte para excluir minha conta 2 vezes e nunca me dão retorno.",10/15/2021 19:29:16,j75803plc1v32he3tguij758031e3kmy
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Não consegui ver o desconto do item no carrinho, Valor mínimo de compra é muito alto, O aplicativo não disponibiliza parcelamento das compras",FALSE,,So que os pedidos minimos fossem menores,10/15/2021 19:27:56,4n1c3k1ypb8jli7ttcjk4n1c3k14m18w
FALSE,FALSE,,,,Facilita muito este aplicativo e os preços são muito bons,10/15/2021 19:29:50,5tfkmcnnnnwqvauaps45tfkmf8srrqrj
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,,10/15/2021 19:29:23,ba0uhvvap8v1pdvn6ba0uhvv6zsjr531
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,Acredito que teria que ter mais promoções para quem compra pelo app,10/15/2021 19:30:24,ouaije35o3tjgton9xouaijdf108tlxf
TRUE,FALSE,,,,Ótimo,10/15/2021 19:30:31,d6s3kuzxsbiods0cd6s3kcm058vgxrvk
FALSE,FALSE,,,,"Poderia oferecer desconto igual ao Carrefour, no caixa jogamos nosso CPF e as promoções já aparecem",10/15/2021 19:32:33,fqmj53ly9smwa0xicfqmj5303sigeir6
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,,10/15/2021 19:32:25,be4hvhnhhsaue3r6mmqbe4hvhnu4h670
TRUE,FALSE,,,,Excelente!,10/15/2021 19:32:23,2z4dazdx07muru6d2zu6xnl2fj6cuj43
TRUE,TRUE,O produto que precisava havia terminado.,FALSE,,"Gosto muito dos descontos, frete grátis, poderiam haver mais.",10/15/2021 19:34:44,e5s24pij5wywd5w4cae5s24lrs4y4ez8
TRUE,FALSE,,,,"Compro com frequência e gosto, só acho que eles deveriam de fazer contato, quando o produto não tiver na loja",10/15/2021 19:33:23,hswowd4llvxe3iytdhswowmhfitsvctb
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,Promoção para quem comprar no aplicativo,10/15/2021 19:33:27,gggl96r2dfv43vgggl966zd3ryk3hi78
TRUE,TRUE,Não consegui navegar bem pelas categorias do aplicativo,FALSE,,não,10/15/2021 19:34:22,v4ljkapy24vs3z1us2wf2sqdv4ljkapy
TRUE,FALSE,,,,Acho válido ligar para o cliente quando não tiver o produto na loja,10/15/2021 19:36:08,1rzv1enysvj40ehgk1rzv1en6gy50dzi
TRUE,TRUE,Prazo de entrega muito demorado,FALSE,,Muito simples e intuitivo,10/15/2021 19:36:40,9yk1l6l1ty7tn9w99yk1ltqnafi41052
TRUE,FALSE,,,,,10/15/2021 19:36:39,smifo9i8ws517twplsmifo9w89f9h2s4
TRUE,TRUE,"É muito estranho a parte de kilos e pesos de carne e Hortifruti, achei que era uma coisa e chegou outra",TRUE,Como sabe que vai dar 1kl se eu só queria quinhentas gramas,Arrumem a parte dos quilos e está tudo um xuxu,10/15/2021 19:40:56,ueggudqvd3qx250wrueggpn409cziic6
TRUE,TRUE,"Valor mínimo de compra é muito alto, Os preços que encontrei não foram atrativos",FALSE,,Os cupons do iFood para comprar no big são uma ótima opção,10/15/2021 19:38:05,kdyrpq78u0rj5impbkdyro5a4ug7wrfj
TRUE,FALSE,,,,Tudo feito da melhor forma possível 🖤,10/15/2021 19:37:33,wf0owd8wf4fvutwf0upt9uvie1uu49qv
TRUE,TRUE,"Não consegui ver o desconto do item no carrinho, Não entendi o preço total da compra, Valor mínimo de compra é muito alto, Promoção divulgada não funcionou",FALSE,,"Gosto muito de fazer pedidos pelo Big, amo os cupons. Obs: se poderem colocar pontos por indicaçãoseria interessante.",10/15/2021 19:44:36,vca45j3em0ulaungs24xrvca4kevqvnn
TRUE,FALSE,,,,Sugiro que a loja Big Pelotas melhore a qualidade do tempero frango assado. Pois me parece ser temperado apenas com um pouquinho de sal.,10/15/2021 19:49:34,sjd4vvkm8oje5nggt8psjd4v79x14qsb
TRUE,FALSE,,,,Acho muito bom.,10/15/2021 19:43:58,45szibcgvnxwq602gxy45szidimcu1k9
FALSE,FALSE,,,,Faço compras na loja física do big e gosto muito,10/15/2021 19:47:03,6jb2mxd3uoicnco7ij984sys6jb2mxd8
TRUE,TRUE,Promoção divulgada não funcionou,TRUE,Carrinho,Cupons nao funciona,10/15/2021 19:48:32,qsulf911trfnxce2wxbfqsulf0985lej
FALSE,FALSE,,,,Próximo mês tentarei realizar as compras onlines e retirar no mercado,10/15/2021 19:47:09,ek0nzsg2sw1wqffecenek034jq35baqo
TRUE,TRUE,"Promoção divulgada não funcionou, Prazo de entrega muito demorado, O aplicativo é muito lento",TRUE,Listagem de produtos,"fiz um pedido e no dia da entregaram cancelaram, sacanagem",10/15/2021 19:52:59,8zqpa2wxm90sb8zqpabvd4nrsao5j8uu
TRUE,TRUE,"Promoção divulgada não funcionou, Os preços que encontrei não foram atrativos",FALSE,,fiz a compra finalizei o pagamento e momento antes de realizar a entrega alteraram os preços sem comunicar e simplesmente cobraram mais. se venderam por um preço não pode mudar do dia pra noite.,10/15/2021 19:52:49,x5i6d5m1kz6ifx5i61al0x0htjhoausa
TRUE,TRUE,"Não consegui navegar bem pelas categorias do aplicativo, Valor mínimo de compra é muito alto, Os preços que encontrei não foram atrativos",FALSE,,"Quando libera promoção pra usar cupom, os valores mínimos são muito grandes",10/15/2021 19:51:58,vlyleh6zitfepfvlyukua1ar07j4jpwj
TRUE,TRUE,"Valor mínimo de compra é muito alto, Os preços que encontrei não foram atrativos, Não encontrei exatamente o produto que procurava",FALSE,,,10/15/2021 19:54:19,62o0uvgte0mvh7662o0u5itquuiwt8n5
TRUE,FALSE,,,,Comprei um produto com a qualidade diferente da anunciada.,10/15/2021 19:50:50,wtidoofnphijceiwtidoo1kqwos04u8m
TRUE,TRUE,"Não encontrei exatamente o produto que procurava, Os preços que encontrei não foram atrativos",FALSE,,,10/15/2021 20:05:41,c2vx8qh3n18tyns1vc2vxtpdufstgeii
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,Os cupons nem  sempre funcionam e as vezes da erro entre o valor final e o que é debitado no cartão.,10/15/2021 19:56:42,cn25l443n71j9kv1zcn25lmprokm7u02
TRUE,FALSE,,,,Muito bom atendimento entrega rapida,10/15/2021 19:56:56,6zv59339json8rjujdm36zv593394taf
TRUE,TRUE,"Não consegui ver o desconto do item no carrinho, Promoção divulgada não funcionou, Não encontrei exatamente o produto que procurava",TRUE,"Tela de pagamento, Listagem de produtos",,10/15/2021 20:01:57,iii6j3x1vxbiii6j3269v1bcef3ss6bl
TRUE,TRUE,"O aplicativo não atende minha região, Os preços que encontrei não foram atrativos, Não consegui ver o desconto do item no carrinho, O aplicativo não disponibiliza parcelamento das compras, Promoção divulgada não funcionou",TRUE,Listagem de produtos,Comprei um corte de carne e qdo cheguei em casa o valor da nota fiscal cobrado estava mais alto que o valor da etiqueta no pedaço de carne,10/15/2021 19:59:57,yrw5uifz7blcmdv3i50yrw5ukocg87nk
TRUE,TRUE,"Promoção divulgada não funcionou, Não consegui ver o desconto do item no carrinho, Os preços que encontrei não foram atrativos",FALSE,,Tive que cancelar uma compra porque meu pedido foi modificado e alterado os valores,10/15/2021 20:02:08,9wscqoos5eics9n9wscbtplr2giifa0o
TRUE,TRUE,"Promoção divulgada não funcionou, Não consegui ver o desconto do item no carrinho",FALSE,,Nada a acrescentar no momento,10/15/2021 20:00:46,lx0578pn5yijpg7ki0exz33lx0578pn3
TRUE,TRUE,Não consegui navegar bem pelas categorias do aplicativo,TRUE,Página inicial,,10/15/2021 20:01:16,216dsbwls92yg43v04f216dsbri6f7i6
TRUE,TRUE,"Prazo de entrega muito demorado, Não consegui ver o desconto do item no carrinho, Promoção divulgada não funcionou",FALSE,,GOSTO MUITO DO APP,10/15/2021 20:02:28,ggmlp0sjpkstwg7wakggm79odhl3hgva
TRUE,TRUE,Não encontrei exatamente o produto que procurava,FALSE,,Procurar nao oferecer produtos que nao se tem em loja pois isso frustra.,10/15/2021 20:06:41,lj5gxqwz2xqz2sn718lj5gd15xexakee
FALSE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,VOCÊS PRECISAM ACEITAR VALE ALIMENTAÇÃO SODEXO NO APP,10/15/2021 20:10:41,7ikil6yot54kx2kmp7iklten4orxl5ag
FALSE,TRUE,Não consegui navegar bem pelas categorias do aplicativo,TRUE,"Listagem de produtos, Login ou cadastro",As vezes tento fechar a compra e não consigo finaliza,10/15/2021 20:15:31,9d38ir8hm7mklrumzpz6hi9d38ir8hd4
